"variable","type","n_total","n_missing","mean","sd","min","q25","median","q75","max","unique","mode"
"mhealth_self_total","matrix",264,0,-5.74368421353429e-17,1,-0.90736661024161,-0.90736661024161,-0.0548940653882825,0.797578479465045,2.5025235691717,5,"-0.90736661024161"
"mhealth_self_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"mhealth_firstdegree_total","matrix",264,0,-5.38762236370666e-17,1,-0.902212827567928,-0.902212827567928,-0.138801973471989,0.62460888062395,2.91484144291177,6,"-0.902212827567928"
"mhealth_firstdegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"mhealth_2nddegree_total","matrix",264,0,2.02909565957925e-17,1,-0.885666536943305,-0.885666536943305,-0.12898056363252,0.627705409678264,2.89776332961062,6,"-0.885666536943305"
"mhealth_2nddegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"mhealth_relative_total","matrix",264,0,1.36007618322652e-16,1,-1.15216053517813,-0.662353157904334,-0.172545780630541,0.807068973917046,3.25610586028601,10,"-0.172545780630541"
"mhealth_relative_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"phealth_self_total","matrix",264,0,1.17647742840609e-17,1,-0.107008009218567,-0.107008009218567,-0.107008009218567,-0.107008009218567,9.30969680201533,2,"-0.107008009218567"
"phealth_self_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"FALSE"
"phealth_firstdegree_total","matrix",264,0,2.44512230853947e-17,1,-0.590503473039527,-0.590503473039527,-0.590503473039527,0.937858457180426,5.52294424784028,5,"-0.590503473039527"
"phealth_firstdegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"FALSE"
"phealth_2nddegree_total","matrix",264,0,-3.58538266153417e-17,1,-1.40342086065136,-0.604922784763519,0.193575291124326,0.992073367012172,1.79057144290002,5,"0.193575291124326"
"phealth_2nddegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"phealth_relative_total","matrix",264,0,-8.61760026763895e-17,1,-1.58609789397399,-0.84629251586598,-0.106487137757971,0.633318240350038,2.85273437467407,7,"0.633318240350038"
"phealth_relative_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"education_levels","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"Completed 4 year college"
"education_levels_noanswer","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"Completed 4 year college"
"highesteducation_mths","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"0"
"gender_collapsed","factor",264,0,NA,NA,NA,NA,NA,NA,NA,3,"Female"
"organized_religion_collapseChristianity","factor",264,0,NA,NA,NA,NA,NA,NA,NA,3,"Christianity"
"ethnicityv_p_refw","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"White/Caucasian"
"highest_ed_recoded_factor","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"Less than 4 years of college"
"highest_ed_recoded_factor_ref4y","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"4 years of college"
"highest_ed_recoded_currentcoded_factor","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"Less than 4 years of college"
"highest_ed_recoded_currentcoded_factor_ref4y","factor",0,264,NA,NA,NA,NA,NA,NA,NA,1,"4 years of college"
